Unnamed: 0;Unnamed: 1;Unnamed: 2;Unnamed: 3;Unnamed: 4;Unnamed: 5;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10
;6 001;"K-LINE MENUISERIE / Frappe / Frappe sans châssis adjacent / Repère : A

Ligne 1
Repère A
Description Française 1 vtl Isolation ext.

FRANÇAISE 1 VANTAIL - K-LINE - Dormant ossature bois, ITE, monomur
Cotes fabrication : Largeur 400 mm x Hauteur 850 mm
Allège maçonnerie : 1500 mm - Pose sur bois

COULEUR : Monocoloration
Extérieur/Intérieur :Gris Foncé RAL 7016 texturé classe 2
Accessoires : Tous les accessoires noirs

DESCRIPTIF CHASSIS : Française 1 vantail
Dormant ossature bois, ITE, monomur Pose 40 - Isolation par extérieur ou ossature bois, pose avec vérins - Appui standard avec aile de recouvrement intérieure
Ouvrant : Tirant droit - Fiche-platine (base tarif) - Design carré - Poignée avec embase (Base tarif) - Hauteur de poignée standard (conformité handicap non garantie) - Vitrage depoli 4/we 14/TBE 6 avec argon

FERMETURE : Sans passage de volet roulant

VENTILATION : Sans

INFORMATIONS : Gamme : KL-FP - Cotes de clair précadre : 410 x 860 h - Réservations maçonnerie planche N° 111.310 recto


Coefficient de transmission thermique Uw = 1,3 W/(m².K) Facteur solaire Sw = 0,53 Transmission lumineuse TLw = 66 % Acoustique RA,tr = 32 dB (RE1336)";599.95;1.3;780.01;1;U;;5.5;780.01
;MO1;MAIN D'OEUVRE 1;45.7;1.3;59.41;6;H;;5.5;356.46
;MEXT A;MEXT Rep A;304;1.3;395.2;1;U;;5.5;395.2
;Q001;Forfait Quincaillerie;1.45;1.303;1.89;15;F;;5.5;28.35
;;Localisation WC RDC;;;;;;;;
;;;;;;;;;;
;6 002;"K-LINE MENUISERIE / Frappe / Frappe sans châssis adjacent / Repère : B

Ligne 1
Repère B
Description Française 1 vtl Isolation ext.

FRANÇAISE 1 VANTAIL - K-LINE - Dormant ossature bois, ITE, monomur
Cotes fabrication : Largeur 800 mm x Hauteur 1200 mm
Allège maçonnerie : 900 mm - Pose sur bois

COULEUR : Monocoloration
Extérieur/Intérieur :Gris Foncé RAL 7016 texturé classe 2
Accessoires : Tous les accessoires noirs

DESCRIPTIF CHASSIS : Française 1 vantail
Dormant ossature bois, ITE, monomur Pose 40 - Isolation par extérieur ou ossature bois, pose avec vérins - Appui standard avec aile de recouvrement intérieure
Ouvrant : Tirant droit - Fiche-platine (base tarif) - Design carré - Poignée avec embase (Base tarif) - Hauteur de poignée standard (conformité handicap non garantie) - Vitrage 4/we 16/TBE 4 avec argon

FERMETURE : Bloc Thermobloc 195mm PVC blanc intégré : Tablier ALU épaisseur 8mm Gris RAL 7016 - avec lame finale couleur extérieure menuiserie - Le bloc est EXCLU de la hauteur du châssis - attention hauteur dessus bloc = 1395 - manoeuvre X3D_RP : Moteur Tymoov RP Security radio X3D compatible KL Smart Home et Télécommande individuelle portative K-Line - avec isolation thermique de base - Côté de manoeuvre : Droite vue intérieure

VENTILATION : 1 grille 22 m3/h (mortaise 250x12) dans le bloc

K•LINE SMART HOME : Moteur radio X3D compatible

INFORMATIONS : Gamme : KL-FP - Cotes de clair précadre : 810 x 1410 h - Réservations maçonnerie planche N° 111.310 recto + 111.356 - Classement au vent du tablier du volet roulant : V*5


Coefficient de transmission thermique Uw = 1,3 W/(m².K) Facteur solaire Sw = 0,55 Transmission lumineuse TLw = 68 % Résistance thermique additionnelle Delta R = 0,18 m².K/W Acoustique Menuiserie RA,tr = 29 dB (RE1335) Acoustique coffre Dnew+Ctr = 52 dB (CE2503) - Tablier relevé Valable pour une entrée d'air Dnew+Ctr = 37 dB";1017.95;1.3;1323.41;1;U;;5.5;1323.41
;MO1;MAIN D'OEUVRE 1;45.7;1.3;59.41;6;H;;5.5;356.46
;MEXT B;MEXT Rep. B;722;1.3;938.6;1;U;;5.5;938.6
;Q001;Forfait Quincaillerie;1.45;1.303;1.89;15;F;;5.5;28.35
;;Localisation Chambre bureau 1;;;;;;;;
;;;;;;;;;;
;6 003;"K-LINE MENUISERIE / Frappe / Frappe avec châssis adjacent / Repère : C

Ligne 1
Repère C
Description Oscillo battant 1 vtl+Allège Isolation ext.

OSCILLO-BATTANT 1 VANTAIL SUR ALLÈGE FIXE - K-LINE - Dormant ossature bois, ITE, monomur
Cotes fabrication : Largeur 1150 mm x Hauteur 2250 mm
Allège maçonnerie : 0 mm - Pose sur bois

COULEUR : Monocoloration
Extérieur/Intérieur :Gris Foncé RAL 7016 texturé classe 2
Accessoires : Tous les accessoires noirs

DESCRIPTIF CHASSIS : Oscillo-battant 1 vantail sur allège fixe, Dessus de traverse d'allège: 1200
Dormant ossature bois, ITE, monomur Pose 40 - Isolation par extérieur ou ossature bois, pose avec vérins - Appui standard sans aile de recouvrement intérieure
Ouvrant : Oscillo-battant 1 vantail - Tirant droit - Pivot d’OB (base tarif) - Design carré - Poignée avec embase (Base tarif) - Hauteur de poignée standard (conformité handicap non garantie) - Vitrage 4/we 16/TBE 4 avec argon
Allège : Fixe - Vitrage 44-6/we 16/TBE 4 avec argon avec film de protection

FERMETURE : Bloc Thermobloc 195mm PVC blanc intégré : Tablier ALU épaisseur 8mm Gris RAL 7016 - avec lame finale couleur extérieure menuiserie - Le bloc est EXCLU de la hauteur du châssis - attention hauteur dessus bloc = 2445 - manoeuvre X3D_RP : Moteur Tymoov RP Security radio X3D compatible KL Smart Home et Télécommande individuelle portative K-Line - avec isolation thermique de base - Côté de manoeuvre : Droite vue intérieure

VENTILATION : 1 grille 22 m3/h (mortaise 250x12) dans le bloc

K•LINE SMART HOME : Moteur radio X3D compatible

INFORMATIONS : Gamme : KL-FP - Cotes de clair précadre : 1160 x 2460 h - Réservations maçonnerie planche N° 111.310 verso + 111.356 - Classement au vent du tablier du volet roulant : V*5


Coefficient de transmission thermique Uw = 1,4 W/(m².K) Facteur solaire Sw = 0,51 Transmission lumineuse TLw = 66 % Résistance thermique additionnelle Delta R = 0,18 m².K/W Acoustique menuiserie non disponible Acoustique coffre Dnew+Ctr = 52 dB (CE2503) - Tablier relevé Valable pour une entrée d'air Dnew+Ctr = 37 dB";1645.95;1.3;2139.81;1;U;;5.5;2139.81
;MO1;MAIN D'OEUVRE 1;45.7;1.3;59.41;6;H;;5.5;356.46
;MEXT C;MEXT rep C;1350;1.3;1755;1;U;;5.5;1755
;Q001;Forfait Quincaillerie;1.45;1.303;1.89;15;F;;5.5;28.35
;;Localisation lucarne;;;;;;;;
;;;;;;;;;;
;6 007;"K-LINE MENUISERIE / Frappe / Frappe sans châssis adjacent / Repère : G (côté sud)

Ligne 1
Repère G
Description Fixe Ossature Bois

FIXE - K-LINE - Dormant ossature bois, ITE, monomur
Cotes fabrication : Largeur 1160 mm x Hauteur 1000 mm
Allège maçonnerie : 900 mm

COULEUR : Monocoloration
Extérieur/Intérieur :Gris Foncé RAL 7016 texturé classe 2
Accessoires : Tous les accessoires noirs

DESCRIPTIF CHASSIS : Fixe
Dormant ossature bois, ITE, monomur Pose 30 - Ossature bois, pose avec pattes et ailes réduites - Appui standard avec aile de recouvrement intérieure
Fixe : 2 montants intermédiaires de 50mm avec répartition et remplissages identiques - Vitrage 4/we 16/TBE 4 avec argon avec film de protection

FERMETURE : Bloc Thermobloc 195mm PVC blanc intégré : Tablier ALU épaisseur 8mm Gris RAL 7016 - avec lame finale couleur extérieure menuiserie - Le bloc est EXCLU de la hauteur du châssis - attention hauteur dessus bloc = 1195 - manoeuvre X3D_RP : Moteur Tymoov RP Security radio X3D compatible KL Smart Home et Télécommande individuelle portative K-Line - avec isolation thermique de base - Côté de manoeuvre : Droite vue intérieure

VENTILATION : 1 grille 22 m3/h (mortaise 250x12) dans le bloc

K•LINE SMART HOME : Moteur radio X3D compatible

INFORMATIONS : Gamme : KL-FP - Cotes ossature (Y compris décaissé) : 1175 x 1215 h - Réservations maçonnerie planche N° 111.305 recto + 111.346 - Classement au vent du tablier du volet roulant : V*5


Coefficient de transmission thermique Uw = 1,6 W/(m².K) Facteur solaire Sw = 0,52 Transmission lumineuse TLw = 62 % Résistance thermique additionnelle Delta R = 0,18 m².K/W Acoustique menuiserie non disponible Acoustique coffre Dnew+Ctr = 52 dB (CE2503) - Tablier relevé Valable pour une entrée d'air Dnew+Ctr = 37 dB";1313.35;1.3;1707.43;1;U;;5.5;1707.43
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;8;H;;5.5;475.28
;MEXT G;MEXT rep G;926;1.3;1203.8;1;U;;5.5;1203.8
;Q001;Forfait Quincaillerie;1.45;1.303;1.89;15;F;;5.5;28.35
;;Localisation pignon Est;;;;;;;;
;;;;;;;;;;
;6 008;"K-LINE MENUISERIE / Frappe / Frappe avec châssis adjacent / Repère : H (côté Nord)

Ligne 1
Repère G
Description Française 2 vantaux à crémone + Fixe Isolation par l'exterieur

FRANÇAISE 2 VANTAUX ET FIXE À GAUCHE - K-LINE - Dormant ossature bois, ITE, monomur
Cotes fabrication : Largeur 1160 mm x Hauteur 1000 mm
Allège maçonnerie : 900 mm - Pose sur bois

COULEUR : Monocoloration
Extérieur/Intérieur :Gris Foncé RAL 7016 texturé classe 2
Accessoires : Tous les accessoires noirs

DESCRIPTIF CHASSIS : Française 2 vantaux et fixe à gauche, Axe du montant: 386
Dormant ossature bois, ITE, monomur Pose 40 - Isolation par extérieur ou ossature bois, pose avec vérins - Appui standard avec aile de recouvrement intérieure
Ouvrant : Française 2 vantaux à crémone - Tirant droit - Fiche-platine (base tarif) - Design carré - Poignée avec embase (Base tarif) - Hauteur de poignée standard (conformité handicap non garantie) - Vitrage 4/we 16/TBE 4 avec argon
Châssis à gauche extérieur : Fixe - Vitrage 4/we 16/TBE 4 avec argon avec film de protection

FERMETURE : Bloc Thermobloc 195mm PVC blanc intégré : Tablier ALU épaisseur 8mm Gris RAL 7016 - avec lame finale couleur extérieure menuiserie - Le bloc est EXCLU de la hauteur du châssis - attention hauteur dessus bloc = 1195 - manoeuvre X3D_RP : Moteur Tymoov RP Security radio X3D compatible KL Smart Home et Télécommande individuelle portative K-Line - avec isolation thermique de base - Côté de manoeuvre : Droite vue intérieure

VENTILATION : Sans

K•LINE SMART HOME : Moteur radio X3D compatible

INFORMATIONS : Gamme : KL-FP - Cotes de clair précadre : 1170 x 1210 h - Réservations maçonnerie planche N° 111.310 recto + 111.356 - La position du châssis adjacent est en vue extérieure - Classement au vent du tablier du volet roulant : V*5


Coefficient de transmission thermique Uw = 1,6 W/(m².K) Facteur solaire Sw = 0,45 Transmission lumineuse TLw = 53 % Résistance thermique additionnelle Delta R = 0,18 m².K/W Acoustique menuiserie non disponible Acoustique coffre Dnew+Ctr = 53 dB (CE2499) - Tablier relevé";1431.35;1.3;1860.83;1;U;;5.5;1860.83
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;8;H;;5.5;475.28
;MEXT H;MEXT rep H;1044;1.3;1357.2;1;U;;5.5;1357.2
;Q001;Forfait Quincaillerie;1.45;1.303;1.89;15;F;;5.5;28.35
;;;;;;;;;;
;0.0 000B;"BOX TYDOM HOME pour commande des Volet roulants à distance

BOX TYDOM HOME - (Code = 24577)";100;1.55;155;1;U;;5.5;155
;F 001;TERRASSE CALYPSO DOUGLAS 28X145X4000 BOMBÉE CLASSE 3,2 HORS AUBIER;100;1.55;155;1;U;;5.5;155
;;;;;;;;;;
;;Sous total :;;;;;;;;9033.29
;;;;;;;;;;
;;;;;;;;;Total HT;9033.29
;;;;;;;;;Tot. TVA;496.83
;;;;;;;;;Total TTC;9530.12
