Unnamed: 0;Unnamed: 1;Unnamed: 2;Unnamed: 3;Unnamed: 4;Unnamed: 5;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10
;1.4 001;Evacuation de déchets, compris location de benne et traitement: GRAVATS (ardoises, tuiles, béton...);74.29;1.212;90.06;25;T;;20;2251.5
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;5;H;;20;297.05
;DECHET001;EVAC GRAVATS BENNE (ardoises, béton, carrelage);15.85;1.2;19.02;25;T;;20;475.5
;DECHET008;DEPOT, ROTATION, RETRAIT camion multi-benne, L'unité;98.6;1.2;118.32;12.5;U;;20;1479
;1.4 005;Evacuation des gravats, location et rotation de benne à notre atelier et traitement: DIB mélangés. Compris TGAP taxe générale sur les activités polluantes.;301;1.215;365.75;0.4;T;;20;146.3
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;0.4;H;;20;23.76
;DECHET004;EVAC DECHETS BENNES DIB;154;1.2;184.8;0.4;T;;20;73.92
;DECHET007;TGAP taxe générale sur les activités polluantes;52;1.2;62.4;0.4;T;;20;24.96
;DECHET008;DEPOT, ROTATION, RETRAIT camion multi-benne, L'unité;98.6;1.2;118.32;0.2;U;;20;23.66
;1.4 004;Evacuation des gravats, location de benne à notre atelier et traitement des déchets: BOIS B;193;1.224;236.18;0.5;T;;20;118.09
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;0.5;H;;20;29.71
;DECHET002;EVAC DECHETS BENNE (BOIS);98;1.2;117.6;0.5;T;;20;58.8
;DECHET008;DEPOT, ROTATION, RETRAIT camion multi-benne, L'unité;98.6;1.2;118.32;0.25;U;;20;29.58
;1.5 005;Location d'une grue MK  88. Flèche maxi 45m. Hauteur 59 m.;200;1.2;240;10;FORFAIT HEURE;;20;2400
;LOC012;* Location jour  d'un CAMION grue MK88;200;1.2;240;10;Forfait horaire;;20;2400
;1.5 006;Location d'un camion porteur, grue 15 mètres.;95;1.2;114;10;FORFAIT HEURE;;20;1140
;LOC011;* Location jour  d'un camion porteur 6m75 avec grue de 15m. Chauffeur;95;1.2;114;10;FORFAIT HORAIRE;;20;1140
;1.6 001;Nettoyage en fin de chantier comprenant le ramassage et la sortie des déchets et emballages;182.8;1.3;237.64;1;F;;20;237.64
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;4;H;;20;237.64
;1.6 004;Pose et dépose d'un plancher provisoire OSB ép. 12 mm.;11.37;1.28;14.55;72;M2;;20;1047.6
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;14.4;H;;20;855.5
;30321028;OSB3  2500 X 1250  EP 18 PAL DE 42 PANX;8.9;1.2;10.68;18;M2;;20;192.24
;0.0 000A;"Intervention 1 :
Etayage complet de la charpente.
Création d'une toiture provioire au dessus du cheneau
Bachage complet de l'ensemble";2828.47;1.258;3558.69;1;;;20;3558.69
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;36;H;;20;2138.76
;B2508X12;BACHE COUVREUR 250G/M² 8X12,00ML        BLEU AVEC?OEILLETS EN LAITON;152.7552;1.2;183.31;3;UN;;20;549.93
;Q001;Forfait Quincaillerie;1.45;1.2;1.74;500;F;;20;870
;;;;;;;;;;
;;Sous total :;;;;;;;;18757.82
;;;;;;;;;;
;2x;MOB;;;;;;;;
;2.2 001;"Fourniture et pose lisse basse 45 x 145 traité Cl 4. Bande d'arase; Fixation par goujon d'ancrage M10x145/65-55 MT. (Maçonnerie 21 jours)";17.94;1.251;22.44;29.5;ML;;20;661.98
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;5.9;H;;20;350.52
;22590200;SCIAGE RAB 4F TAC CL4 45X145X4800;3.9;1.2;4.68;35.4;ML;;20;165.67
;21600017;BANDE  ARASE DELTA  DPC500 20CM X 50ML;23.1278;1.2;27.75;0.885;UN;;20;24.56
;OR00243973;GOUJON ANCRAGE WA M10-143/70 ZING       BTE/50 OPT°7                            PAGE 134 DU CATALOGUE;39.4618;1.2;47.35;1.475;UN;;20;69.84
;Q001;Forfait Quincaillerie;1.45;1.2;1.74;29.5;F;;20;51.33
;2.2 011;Débit et assemblage Mur bois. Ossature en Epicéa CL2 45x145. Panneau de contreventement DURELIS VAPOUR BLOCK 2800 x 1196 mm. Ep. 12 mm vert+laquage, cloué à l'intérieur de la structure.  Isolation extérieure STEICO UNIVERSAL DRY 35 MM. Densité 210kg/m3, rainuré 2230 x 600 mm. Lambda = 0.045 R = 0,75. Contrelattes CL3 45X27 mm.;82.87;1.244;103.1;64;M2;;20;6598.4
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;51.2;H;;20;3041.79
;VAPOUR122800119;VAPOUR BLOCK EP 12 MM                   FORMAT 2800*1196 MM CONT INT            PAL DE 72 PANNEAUX;11.9;1.2;14.28;76.8;M2;;20;1096.7
;22590009;OSSATURE EPICEA SEC/RAB 45X145X6000     REMISE 11% A LA PAL DE 112  UTES        TRAITE CLASSE2 INCOLORE;3.1;1.2;3.72;262.4;ML;;20;976.13
;SPR2555A;PTES RLX PLATS 16° 2,5X55 ANNELEES BRUT BT/ 9000;80.9125;1.2;97.1;0.64;UN;;20;62.14
;OR00615126;VIS BOIS TF TX T30 DNS PLUS 6X80 ZG FP  100/BTE                                 PAGE 105 DU CATALOGUE;8.8106;1.2;10.57;3.2;UN;;20;33.82
;OR00615129;VIS BOIS TF TX T30 DNS PLUS 6X120 ZG FP 100/BTE                                 PAGE 105 DU CATALOGUE;15.5649;1.2;18.68;3.2;UN;;20;59.78
;Q001;Forfait Quincaillerie;1.45;1.2;1.74;64;F;;20;111.36
;OR00615242;VIS TETE DIS.INTEGREE TX40 8X80         50/BTE                                  PAGE 112 DU CATALOGUE;10.0414;1.2;12.05;6.4;UN;;20;77.12
;STEICOUNIVERD35;STEICO UNIVERSAL  DRY  EP 35 MM         PAREPLUIE/ECRAN SOUS TOITURE RIGIDE     2230X600X35 R 0,75 PAL DE 64 PX;12.9;1.2;15.48;73.6;M2;;20;1139.33
;2.2 016;Débit et assemblage Mur bois. Ossature en Epicéa CL2 45x145. Contreventement en panneau OSB 3 ép. 12mm, cloué à l'extérieur de la structure.;379.77;1.272;483.16;1;F;;20;483.16
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;6;H;;20;356.46
;30321120;OSB3  2800 X 1196   EP 12 MM            PALETTE DE  60  PANNEAUX;5.4;1.2;6.48;6;M2;;20;38.88
;SPR2555A;PTES RLX PLATS 16° 2,5X55 ANNELEES BRUT BT/ 9000;80.9125;1.2;97.1;0.01;UN;;20;0.97
;OR00615126;VIS BOIS TF TX T30 DNS PLUS 6X80 ZG FP  100/BTE                                 PAGE 105 DU CATALOGUE;8.8106;1.2;10.57;0.05;UN;;20;0.53
;OR00615129;VIS BOIS TF TX T30 DNS PLUS 6X120 ZG FP 100/BTE                                 PAGE 105 DU CATALOGUE;15.5649;1.2;18.68;0.05;UN;;20;0.93
;Q001;Forfait Quincaillerie;1.45;1.2;1.74;1;F;;20;1.74
;OR00615242;VIS TETE DIS.INTEGREE TX40 8X80         50/BTE                                  PAGE 112 DU CATALOGUE;10.0414;1.2;12.05;0.1;UN;;20;1.21
;22590124;OSSATURE EPICEA SEC/RAB 45X95X6000;1.908;1.2;2.29;36;ML;;20;82.44
;2.2 021;Linteaux pour ouverture de baie: 45 x 220 mm.;31.82;1.272;40.48;6;ML;;20;242.88
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;3;H;;20;178.23
;22590041;OSSATURE EPICEA SEC/RAB 45X220X6000     REMISE -11% / PALETTE DE 70 PIECES      TRAITE  2;6.0385;1.201;7.25;6.6;ML;;20;47.85
;OR00615126;VIS BOIS TF TX T30 DNS PLUS 6X80 ZG FP  100/BTE                                 PAGE 105 DU CATALOGUE;8.8106;1.2;10.57;0.6;UN;;20;6.34
;Q001;Forfait Quincaillerie;1.45;1.2;1.74;6;F;;20;10.44
;2.2 026;Elévation / assemblage des modules. Montage avec engin de levage.;51.7;1.288;66.61;29.5;ML;;20;1965
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;29.5;H;;20;1752.6
;22590009;OSSATURE EPICEA SEC/RAB 45X145X6000     REMISE 11% A LA PAL DE 112  UTES        TRAITE CLASSE2 INCOLORE;3.1;1.2;3.72;29.5;ML;;20;109.74
;Q001;Forfait Quincaillerie;1.45;1.2;1.74;59;F;;20;102.66
;2.2 028;Lisses hautes de chainage 45 x 145. Réglage des murs.;28.96;1.279;37.04;32;ML;;20;1185.28
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;16;H;;20;950.56
;OR00615213;VIS BOIS TX40 HBS-6 8X80 ZG FP          50/BTE                                  PAGE 111 DU CATALOGUE;12.4894;1.2;14.99;3.2;UN;;20;47.97
;22590009;OSSATURE EPICEA SEC/RAB 45X145X6000     REMISE 11% A LA PAL DE 112  UTES        TRAITE CLASSE2 INCOLORE;3.1;1.2;3.72;35.2;ML;;20;130.94
;Q001;Forfait Quincaillerie;1.45;1.2;1.74;32;F;;20;55.68
;;;;;;;;;;
;;Sous total :;;;;;;;;11136.7
;;;;;;;;;;
;2x;CHARPENTE;;;;;;;;
;;;;;;;;;;
;2.3 005;"SablièreLamellé-collé C24 Epicéa Cl2 80x280 mm.

Compris pose 3 poteaux 140x140 mm
Appui intermédiaire à vérifier";367.35;1.219;447.68;1;U;;20;447.68
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;1.5;H;;20;89.12
;2225401176;LAMELLE-COLLE EPICEA 80X2800X13000 GL24H                                         TRAITECLASSE2;661;1.2;793.2;0.3;M3;;20;237.96
;Q001;Forfait Quincaillerie;1.45;1.2;1.74;20;F;;20;34.8
;22240101;CONTRECOLLE EPICEA140X140X13500  GT24   -5% PAR PALETTE DE 24 UNITES            TRAITECLASSE2;715.0057;1.2;858.01;0.1;M3;;20;85.8
;2.3 005;"Faitage porteur: poutre treillis
Lamellé-collé Epicéa CL2 C24 80x280 et lien de contreventement 70x80";820.7;1.267;1039.68;1;U;;20;1039.68
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;12;H;;20;712.92
;2225401176;LAMELLE-COLLE EPICEA 80X2800X13000 GL24H                                         TRAITECLASSE2;661;1.2;793.2;0.3;M3;;20;237.96
;222540012;KVH NSI EPICEA 80X240X13000 C24                                                 TRAITECLASSE2;450.0027;1.2;540;0.1;M3;;20;54
;Q001;Forfait Quincaillerie;1.45;1.2;1.74;20;F;;20;34.8
;2.3 020;Poteau contrecollé épicéa cl2 140x140 mm.;74.4;1.261;93.85;1;U;;20;93.85
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;1;H;;20;59.41
;22240101;CONTRECOLLE EPICEA140X140X13500  GT24   -5% PAR PALETTE DE 24 UNITES            TRAITECLASSE2;715.0057;1.2;858.01;0.03;M3;;20;25.74
;Q001;Forfait Quincaillerie;1.45;1.2;1.74;5;F;;20;8.7
;2.3 014B;Fourniture et pose Lien de charpente BM Epicéa C18  90x90.;64.74;1.285;83.17;4;U;;20;332.68
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;4.8;H;;20;285.17
;22021640;75X200X6,00 CHARPENTE SEC C24                                                   TRAITECLASSE2;370.003;1.2;444;0.06;M3;;20;26.64
;Q001;Forfait Quincaillerie;1.45;1.2;1.74;12;F;;20;20.88
;2.3039;"CAISSONS DE TOITURE: assemblage à l'atelier, montage sur site
Composition:

Chevrons porteurs KVH 45x240 mm Epicéa Cl2";20.68;1.25;25.86;95;M2;;20;2456.7
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;21.75;H;;20;1292.17
;222540120;KVH MBOC EPICEA 45X240X13000 C24                                                TRAITECLASSE2;450.0027;1.2;540;2.156;M3;;20;1164.24
;2.1 005;"Muraillère BM Epicéa Cl2 45 x 220 mm. Fixation sur MOB.
Compris renforcement par cornière métalliques";60.5;1.238;74.89;7.5;ML;;20;561.68
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;3.75;H;;20;222.79
;OR00615242;VIS TETE DIS.INTEGREE TX40 8X80         50/BTE                                  PAGE 112 DU CATALOGUE;10.0414;1.2;12.05;0.75;UN;;20;9.04
;22590041;OSSATURE EPICEA SEC/RAB 45X220X6000     REMISE -11% / PALETTE DE 70 PIECES      TRAITE  2;6.0385;1.201;7.25;8.25;ML;;20;59.81
;MET 015B;FER CORNIERE EGALE ACIER 100x100x10 MM NOIR S235;30;1.2;36;7.5;ML;;20;270
;2.3 002;Muraillère BM Epicéa Cl2 45 x 95 mm. Fixation sur MOB. Liaison des caissons en rive;13.69;1.267;17.35;24;ML;;20;416.4
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;4.8;H;;20;285.17
;OR00615242;VIS TETE DIS.INTEGREE TX40 8X80         50/BTE                                  PAGE 112 DU CATALOGUE;10.0414;1.2;12.05;2.4;UN;;20;28.92
;Q001;Forfait Quincaillerie;1.45;1.2;1.74;24;F;;20;41.76
;22590124;OSSATURE EPICEA SEC/RAB 45X95X6000;1.908;1.2;2.29;26.4;ML;;20;60.46
;2.3 017;Chevêtre pour conduit de poêle;123.04;1.274;156.81;1;U;;20;156.81
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;2;H;;20;118.82
;Q001;Forfait Quincaillerie;1.45;1.2;1.74;1;F;;20;1.74
;22590041;OSSATURE EPICEA SEC/RAB 45X220X6000     REMISE -11% / PALETTE DE 70 PIECES      TRAITE  2;6.0385;1.201;7.25;5;ML;;20;36.25
;2.3 018;Chevêtre pour fenêtre de toit: chevrons porteur doublés au droit des trémies. Lindiers 45x220 mm.;213.62;1.243;265.56;2;U;;20;531.12
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;4;H;;20;237.64
;Q001;Forfait Quincaillerie;1.45;1.2;1.74;2;F;;20;3.48
;22590041;OSSATURE EPICEA SEC/RAB 45X220X6000     REMISE -11% / PALETTE DE 70 PIECES      TRAITE  2;6.0385;1.201;7.25;40;ML;;20;290
;2.3 030;Débord de toiture en rive et égout inf. à 400 mm. Chevrons douglas 45x63 mm fixés sur panneau isolant de toiture (support de planches de rives);26.06;1.244;32.41;32;ML;;20;1037.12
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;8;H;;20;475.28
;22030657;CHARPENTE DOUGLAS 63X44X5,00;782.34;1.2;938.81;0.48;M3;;20;450.63
;Q001;Forfait Quincaillerie;1.45;1.2;1.74;64;F;;20;111.36
;2.3 033;Planche de rive et égout  22x150 mm, BM douglas C18 raboté. Fixation par vis inox;17.99;1.238;22.27;32;ML;;20;712.64
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;4.8;H;;20;285.17
;25X150X4000DOUG;PLANCHE DOUGLAS 1 FACE HORS AUBIER      25 X 150 X 4000;22.6001;1.2;27.12;9.6;M2;;20;260.35
;Q001;Forfait Quincaillerie;1.45;1.2;1.74;96;F;;20;167.04
;;;;;;;;;;
;5x;Devis ISOLATION 24337 ;;;;;;;;
;;;;;;;;;;
;;Date de première visite le 07 novembre 2024;;;;;;;;
;;;;;;;;;;
;;Isolation de toiture par l'extérieur;;;;;;;;
;;Isolation de 100% de la toiture;;;;;;;;
;;;;;;;;;;
;;R total = 6.1 + 0.75 = 6.85;;;;;;;;
;;;;;;;;;;
;2.5 007;"Panneau de contreventement DURELIS VAPOUR BLOCK
Frein vapeur et étanchéité à l'air
2800 x 1196 mm. Ep. 12 mm vert+laquage";30.25;1.395;42.2;95;M2;;20;4009
;MO1;"MAIN D'OEUVRE 
";45.7;1.395;63.76;28.5;H;;20;1817.16
;VAPOUR122800119;VAPOUR BLOCK EP 12 MM                   FORMAT 2800*1196 MM CONT INT            PAL DE 72 PANNEAUX;11.9;1.395;16.6;114;M2;;20;1892.4
;Q001;Forfait Quincaillerie;1.45;1.4;2.03;95;F;;20;192.85
;SPR2555A;PTES RLX PLATS 16° 2,5X55 ANNELEES BRUT BT/ 9000;80.9125;1.383;111.89;0.95;UN;;20;106.3
;5.1 006;Adhésifs d'étanchéité à l'air sur panneaux de contreventement VAPOUR BLOCK;4.38;1.342;5.88;95;M2;;20;558.6
;MO1;"MAIN D'OEUVRE 
";45.7;1.391;63.55;4.75;H;;20;301.86
;21600132;TESCON VANA 60MMX30,00ML                ADHESIF USAGE INTERIEUR/EXTERIEUR       -12 % CARTON DE 20;20.9324;1.287;26.95;9.5;UN;;20;256.03
;;;;;;;;;;
;5.2 010;Isolation en panneau de laine de bois semi rigide.STEICO FLEX 220 MM. Densité 60kg/m3, bords droits 1220x575 mm. Lambda = 0.036 R = 6,1;34.3;1.395;47.86;95;M2;;20;4546.7
;MO1;"MAIN D'OEUVRE 
";45.7;1.394;63.7;19;H;;20;1210.3
;Q001;Forfait Quincaillerie;1.45;1.4;2.03;95;F;;20;192.85
;STE3846081;STEICO FLEX36 220MM 1220X565 R 6,10     COLIS DE 1,3786 M2 2 PX                 PALETTE DE 13,786 M2 10COLIS;21.5582;1.395;30.08;104.5;M2;;20;3143.36
;;;;;;;;;;
;2.5 010C;"Panneaux pare-pluie et isolants 60 mm. STEICOINTEGRAL 60 MM  RIGIDE 2230X600X60. Lambda = 0.042 R=1.4. Densité 140kg/m3.
Pose contrelattes Cl3 45x27 mm ";43.11;1.395;60.13;95;M2;;20;5712.35
;MO1;"MAIN D'OEUVRE 
";45.7;1.395;63.76;38;H;;20;2422.88
;21600137S;TESCON SPRIMER BOMBE DE 400ML           ACCROCHE SUPPORT BOIS/BETON/ENDUIT      REMPLACE LE TESCON PRIMER RP;10.5731;1.415;14.96;4.75;UN;;20;71.06
;21600132;TESCON VANA 60MMX30,00ML                ADHESIF USAGE INTERIEUR/EXTERIEUR       -12 % CARTON DE 20;20.9324;1.395;29.2;4.75;UN;;20;138.7
;Q001;Forfait Quincaillerie;1.45;1.4;2.03;47.5;F;;20;96.43
;27X45X4200MARRO;TASSEAUX CALIB RAB  27X45X4200 CL3      //MARRON //PAL DE 330 PIECES;1.0765;1.393;1.5;332.5;ML;;20;498.75
;STEINTEGRAL60NF;FIBRE BOIS RIGIDE STEICO INTEGRAL 60MM NISOLANT/PARE-PLUIE/SUPPORT ENDUIT       !!!!2230X600 R1,40 PAL DE 36 PX!!!!;16.3001;1.395;22.74;109.25;M2;;20;2484.35
;;;;;;;;;;
;;;;;;;;;;
;;Sous total :;;;;;;;;22613.01
;;;;;;;;;;
;2x;MEZZANINE;;;;;;;;
;;;;;;;;;;
;2.1 005;Lindier BM Epicéa Cl2 80 x 200 mm.;39.67;1.269;50.35;17;ML;;20;855.95
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;10.2;H;;20;605.98
;OR00615242;VIS TETE DIS.INTEGREE TX40 8X80         50/BTE                                  PAGE 112 DU CATALOGUE;10.0414;1.2;12.05;1.7;UN;;20;20.49
;222540011;KVH NSI EPICEA 80X220X13000 C24                                                 TRAITECLASSE2;450.0027;1.2;540;0.425;M3;;20;229.5
;2.3 020;Poteau contrecollé épicéa cl2 140x140 mm.;74.4;1.261;93.85;1;U;;20;93.85
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;1;H;;20;59.41
;22240101;CONTRECOLLE EPICEA140X140X13500  GT24   -5% PAR PALETTE DE 24 UNITES            TRAITECLASSE2;715.0057;1.2;858.01;0.03;M3;;20;25.74
;Q001;Forfait Quincaillerie;1.45;1.2;1.74;5;F;;20;8.7
;2.1 020;Rangée d'étriers de fixation de solives 63x175. Fixation par pointes annelées 4x35 et 4x50. Entraxe 500 mm;22.5;1.261;28.37;6.5;ML;;20;184.41
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;1.95;H;;20;115.85
;OR00886655;POINTE ANNELEE CNA4.0X35-HV 4X35 X5KG   ANCRAGE CONNECTEUR                      PAGE 99 DU CATALOGUE;25.7593;1.2;30.91;0.65;UN;;20;20.09
;OR00210877;VIS 5X35 TX BT250 ANCRAGE CONNECTEUR                                            PAGE 99 DU CATALOGUE;21.943;1.2;26.33;0.325;UN;;20;8.56
;OR00210775;SABOTS SOLIV.EXT.EP.2 SAE 340 64*138                                            PAGE 89 DU CATALOGUE;1.97;1.198;2.36;16.9;UN;;20;39.88
;2.1 025;SOLIVE Epicéa Cl2;10.59;1.286;13.62;28;ML;;20;381.36
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;5.6;H;;20;332.7
;Q001;Forfait Quincaillerie;1.45;1.2;1.74;28;F;;20;48.72
;2.1 036B;Parquet sapin du Nord blanc sec 12% 21x140x4200,   profil mezzanine rainure en bout. Cloué sur bandes type phaltex. Finition non comprise.;70.32;1.252;88.04;13.5;M2;;20;1188.54
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;10.8;H;;20;641.63
;30313120;BANDE PHALTEX 10MM 50X1200              PAQUET DE 50 BANDES;14.2937;1.2;17.15;1.35;COLIS;;20;23.15
;Q001;Forfait Quincaillerie;1.45;1.2;1.74;13.5;F;;20;23.49
;50900113;PARQUET SDN BLANC SEC 12% 21X140X4200   PROFIL MEZZANINE RAINURE EN BOUT;28.0714;1.2;33.69;14.85;M2;;20;500.3
;;;;;;;;;;
;;Sous total :;;;;;;;;2704.11
;;;;;;;;;;
;3x;COUVERTURE;;;;;;;;
;;;;;;;;;;
;3.1 013;Gouttières Nantaise R8 dvp330 Zinc anthra et bande doublis zinc anthra 330mm.;84.65;1.243;105.24;8;ML;;20;841.92
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;6.4;H;;20;380.22
;UMI220021382;GOUTT NANT.PINCE ANTHRA 33REL 80 0,65 4M- 5% PAR 20 U;60.1938;1.2;72.23;2.4;UN;;20;173.35
;20330010;CROCHET EQUERRE NANTAIS R 8 ANTHRA      - 5% PAR CARTON DE 100                  REF QSFEQ0108/CA;2.2589;1.2;2.71;25.6;UN;;20;69.38
;UMI220020415;FEUILLE ZINC ANTHRA 100X200X0,65        -5%  PAR 75 FEUILLES                    PALETTE DE 150U NOUS CONSULTER;76.3237;1.2;91.59;2;UN;;20;183.18
;Q002;Forfait soudure;1.5;1.2;1.8;16;F;;20;28.8
;Q001;Forfait Quincaillerie;1.45;1.2;1.74;4;F;;20;6.96
;3.1 017;Fourniture et pose d'un chéneau en zinc naturel ép. 0.8mm, compris façonnage, coupe, soudures.;78.06;1.259;98.24;9.5;ML;;20;933.28
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;9.5;H;;20;564.4
;Q002;Forfait soudure;1.5;1.2;1.8;47.5;F;;20;85.5
;UMI208446000;BOBINEAU ZINC NAT 0,65 / 650 LG31ML     -5% A LA PALETTE DE 8 RLX;621.4912;1.2;745.79;0.38;UN;;20;283.4
;3.1 017B;Naissance et trop plein pour chéneau zinc naturel;73.13;1.263;92.33;1;U;;20;92.33
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;1;H;;20;59.41
;Q002;Forfait soudure;1.5;1.2;1.8;10;F;;20;18
;UMI208446000;BOBINEAU ZINC NAT 0,65 / 650 LG31ML     -5% A LA PALETTE DE 8 RLX;621.4912;1.2;745.79;0.02;UN;;20;14.92
;3.1 020;Descente EP tuyaux cylindriques zinc anthra D=80;34.46;1.226;42.26;14;ML;;20;591.64
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;2.8;H;;20;166.35
;UMI220019915;TUYAU CYLINDRIQUE SOUDE ANTHRA  D 80X 2MEP 0,65                                 -5% PAR 20 U;25.7876;1.2;30.95;9.8;UN;;20;303.31
;20360008;COLLIER  D 80 TARAUDE ANTHRA DESCENTE    CARTON DE 25U                          REF QSFCF5180/CA;2.3275;1.199;2.79;35;UN;;20;97.65
;Q001;Forfait Quincaillerie;1.45;1.2;1.74;14;F;;20;24.36
;3.1 024;Jeu de coude zinc anthra D80. Compris soudure et raccordement.;56.25;1.241;69.8;2;U;;20;139.6
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;1;H;;20;59.41
;UMI220019915;TUYAU CYLINDRIQUE SOUDE ANTHRA  D 80X 2MEP 0,65                                 -5% PAR 20 U;25.7876;1.2;30.95;0.5;UN;;20;15.48
;UMI220007784;COUDE CINTRE 90° D 80  ANTHRA           -5% PAR CARTON DE 20 U;9.5804;1.2;11.5;5;UN;;20;57.5
;Q002;Forfait soudure;1.5;1.2;1.8;4;F;;20;7.2
;3.1 027;Boite à eau zinc anthra. Compris coude, soudure et raccordements.;87.99;1.226;107.88;1;U;;20;107.88
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;0.5;H;;20;29.71
;UMI220020694;BOITE A EAU 220 X 220 DIAM 80 ANTHRA;56.9844;1.2;68.38;1;UN;;20;68.38
;UMI220019915;TUYAU CYLINDRIQUE SOUDE ANTHRA  D 80X 2MEP 0,65                                 -5% PAR 20 U;25.7876;1.2;30.95;0.2;UN;;20;6.19
