Unnamed: 0;Unnamed: 1;Unnamed: 2;Unnamed: 3;Unnamed: 4;Unnamed: 5;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10
;;Les déposes et évacuation de déchets pourront être laissées à la charge du maitre d'ouvrage. ;;;;;;;;
;;;;;;;;;;
;4x;2. BARDAGE;;;;;;;;
;;;;;;;;;;
;;2.1 Préparation du support;;;;;;;;
;;;;;;;;;;
;4.1 001;Grille anti-rongeurs acier galva replié 27x45. Trou de 3 mm;181.91;1.808;328.91;1;F;;10;328.91
;MO1;MAIN D'OEUVRE 1;22;2.7;59.4;3;H;;10;178.2
;GAR25/42/25;GRILLE ANTI RONGEURS ACIER REPLIEE 25X42 ROULEAUX DE 25ML ACIER GALVA. TROU 3MM FINITION ZM310 MBC U  EP:8/10;72.4414;1.3;94.17;1.5;UN;;10;141.26
;Q001;Forfait Quincaillerie;1.45;1.303;1.89;5;F;;10;9.45
;4.1 006C;"SOLITEX MENTO 1000 Ecran de sous-toiture triple couche, écran léger - En 1,5mx50ml
Compris scotch des recouvrements.";8.25;2.048;16.9;117.5;M2;;10;1985.75
;MO1;MAIN D'OEUVRE 1;22;2.7;59.4;23.5;H;;10;1395.9
;ETAN013B;"[TESCON INVIS 60-30 PVE] TESCON INVIS Ruban adhésif
tout usage noir Largeur: 60 mm, Longueur: 30 m - En 60mm";0.65;1.308;0.85;293.75;ML;;10;249.69
;ESH001C;"[SOLITEX MENTO 1000] SOLITEX MENTO 1000 Ecran de
sous-toiture triple couche, écran léger - En 1,5mx50ml (En
1,5mx50ml)
(attention sauf bardage claire voie)";2.02;1.302;2.63;129.25;M²;;10;339.93
;4.1 002;Fourniture et pose tasseaux verticaux (entraxe max 600 mm) 45X27 mm CL3.;8.19;1.866;15.28;117.5;M2;;10;1795.4
;MO1;MAIN D'OEUVRE 1;22;2.7;59.4;17.625;H;;10;1046.93
;27X45X4500MARRO;TASSEAUX CALIB RAB  27X45X4500 CL3      //MARRON //PAL DE 330 PIECES;1.0765;1.301;1.4;376;ML;;10;526.4
;Q001;Forfait Quincaillerie;1.45;1.303;1.89;117.5;F;;10;222.08
;2.5 005;Raccord de pare-pluie sur menuiseries;5.78;1.834;10.6;27.5;ML;;10;291.5
;MO1;MAIN D'OEUVRE 1;22;2.7;59.4;2.75;H;;10;163.35
;21600132;TESCON VANA 60MMX30,00ML                ADHESIF USAGE INTERIEUR/EXTERIEUR       -12 % CARTON DE 20;20.9324;1.3;27.21;0.688;UN;;10;18.72
;101733;SUP'AIR 1,50M X 50 M                    ECRAN DE SOUS TOITURE  R2               REMISE 5 % A LA PALETTE;80.2613;1.3;104.34;0.55;UN;;10;57.39
;Q001;Forfait Quincaillerie;1.45;1.303;1.89;27.5;F;;10;51.98
;0.0 000A;Forfait pour pose et repose des descentes existantes.;67.45;2.67;180.09;1;F;;10;180.09
;MO1;MAIN D'OEUVRE 1;22;2.7;59.4;3;H;;10;178.2
;Q001;Forfait Quincaillerie;1.45;1.303;1.89;1;F;;10;1.89
;3.3 010;Rive bardelis en ardoises naturelles;11.4;1.839;20.97;16.8;ML;;10;352.3
;MO1;MAIN D'OEUVRE 1;22;2.7;59.4;3.36;H;;10;199.58
;ARD1;Ardoise 32x22 selon tarif MBR;1.11;1.297;1.44;84;U;;10;120.96
;Q001;Forfait Quincaillerie;1.45;1.303;1.89;16.8;F;;10;31.75
;;;;;;;;;;
;;2.2 Bardage bois;;;;;;;;
;;;;;;;;;;
;4.3 ORLO01B;BARDAGE Clin douglas aéro 21x120 Gamme Origine (sans traitement). Scierie ORLO. Pointes inox à tête bombée;73.78;1.3;95.92;117.5;M2;;10;11270.6
;MO1;MAIN D'OEUVRE 1;45.7;1.3;59.4;117.5;H;;10;6979.5
;Q001;Forfait Quincaillerie;1.45;1.303;1.89;352.5;F;;10;666.23
;BARDORLO01B;Clin douglas aéro 21x120. Gamme origine (sans traitement) Scierie ORLO;22.6;1.3;29.38;123.375;M²;;10;3624.76
;4.2 012;Habillage de tableau en douglas Ep. 21 mm. Largeur = 18 à 20 cm. ;14.83;1.923;28.52;27.5;ML;;10;784.3
;MO1;MAIN D'OEUVRE 1;22;2.7;59.4;8.25;H;;10;490.05
;Q001;Forfait Quincaillerie;1.45;1.303;1.89;27.5;F;;10;51.98
;25X150X4000DOUG;PLANCHE DOUGLAS 1 FACE HORS AUBIER      25 X 150 X 4000;22.6001;1.3;29.38;8.25;M2;;10;242.39
;4.2 017;Cornière d'angle à façon en douglas;16.49;1.3;21.44;10.8;ML;;10;231.55
;22031387;CHARPENTE DOUGLAS 75X225X5000;490.0011;1.3;637;0.162;M3;;10;103.19
;MO1;MAIN D'OEUVRE 1;45.7;1.3;59.41;2.16;H;;10;128.33
;;Remise;0;0;-231.55;1;;;10;-231.55
;;;;;;;;;;
;;Sous total :;;;;;;;;16988.85
;;;;;;;;;;
;;;;;;;;;Total HT;23127.57
;;;;;;;;;Tot. TVA;2395.93
;;;;;;;;;Total TTC;25523.5
