Unnamed: 0;Unnamed: 1;Unnamed: 2;Unnamed: 3;Unnamed: 4;Unnamed: 5;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10
;3.1 017;"Fourniture et pose d'un chéneau en zinc naturel ép. 0.8mm, compris façonnage, coupe, soudures.
Compris reprise de la toiture ardoise. ";78.06;1.278;99.73;8.2;ML;;20;817.79
;MO1;MAIN D'OEUVRE 1;45.7;1.3;59.41;8.2;H;;20;487.16
;Q002;Forfait soudure;1.5;1.233;1.85;41;F;;20;75.85
;UMI208446000;BOBINEAU ZINC NAT 0,65 / 650 LG31ML     -5% A LA PALETTE DE 8 RLX;621.4912;1.25;776.86;0.328;UN;;20;254.81
;;;;;;;;;;
;2.5 013;Volige traitée ép. 18 mm;24.68;1.278;31.54;56;M2;;20;1766.24
;MO1;MAIN D'OEUVRE 1;45.7;1.3;59.41;16.8;H;;20;998.09
;22310129;14X175X4,20 VOLIGE NORD SEC CALIB TRAIT -10% A LA PALETTE DE 176,40M2           TRAITECLASSE2;8.2093;1.25;10.26;64.4;M2;;20;660.74
;SPR2555A;PTES RLX PLATS 16° 2,5X55 ANNELEES BRUT BT/ 9000;80.9125;1.25;101.14;0.56;UN;;20;56.64
;Q001;Forfait Quincaillerie;1.45;1.248;1.81;28;F;;20;50.68
;3.2 004;Fourniture et pose d'une couverture en zinc quartz à joint debout. Exécutée en longues feuilles avec pattes fixes et coulissantes, compris toutes sujétions de façonnage, soudures, fixations. Ep. 0,65 mm largeur 500mm;87.2;1.254;109.38;56;M2;;20;6125.28
;MO1;MAIN D'OEUVRE 1;45.7;1.3;59.41;33.6;H;;20;1996.18
;PRESTAPROFILAGE;PROFILAGE  ZINC/ALUMINIUM;1.9;1.253;2.38;141.12;ML;;20;335.87
;UMI220007436ML;BOBINEAU ZINC ANTHRA  0,65 / 500 AU ML  POUR PROFILAGE;20.144;1.23;24.78;141.12;ML;;20;3496.95
;NCPV01101INOXAZ;PATTE COULISSANTE YD PROFIL 1 3PTS      BOITE DE 250                            YVENS DECROUPET;79.8915;1.25;99.86;1.68;UN;;20;167.76
;NCPVFIXINOX0AZ;PATTE FIXE PROFIL 1 YD INOX 18/10       BOITE DE 100                            YVENS DECROUPET;12.807;1.25;16.01;1.68;UN;;20;26.9
;Q001;Forfait Quincaillerie;1.45;1.248;1.81;56;F;;20;101.36
;3.2 013;Bande d'égout ventilée zinc quartz;42.43;1.262;53.53;11.5;ML;;20;615.6
;MO1;MAIN D'OEUVRE 1;45.7;1.3;59.41;4.6;H;;20;273.29
;UMI220024964;BDE D'EGOUT VENTILE ANTHRA LG 2ML       -5% PAR KIT COMPLET DE 20 ML;35.1026;1.23;43.18;6.9;UN;;20;297.94
;22310132;14X175X4,80 VOLIGE NORD SEC CALIB TRAIT -10% A LA PALETTE DE 201,6M2            TRAITECLASSE2;8.2093;1.25;10.26;2.3;M2;;20;23.6
;Q001;Forfait Quincaillerie;1.45;1.248;1.81;11.5;F;;20;20.82
;;Localisation égout jardin et garage;;;;;;;;
;3.2 007;Faitâge double pente ventilé VM941 et coulisseau de tête zinc quartz;76.45;1.258;96.15;6.2;ML;;20;596.13
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;3.72;H;;20;221.01
;UMI220007526;FAITAGE VENTILE VM941 ANTHRA LG 2 ML    -5% PAR KIT DE 10 ML;65.025;1.23;79.98;3.72;UN;;20;297.53
;UMI220007509;COULISSEAUX DE TETE ANTHRA;3.4243;1.25;4.28;15.5;UN;;20;66.34
;Q001;Forfait Quincaillerie;1.45;1.248;1.81;6.2;F;;20;11.22
;3.2 010;Faitâge monopan ventilé VM942 et coulisseau de tête zinc quartz;90.68;1.267;114.93;2.3;ML;;20;264.34
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;2.3;H;;20;136.64
;UMI220007503;FAITAGE VENTILE VM942 ANTHRA LG 2 ML    -5% PAR KIT DE 10 ML;58.2731;1.23;71.68;1.38;UN;;20;98.92
;UMI220007509;COULISSEAUX DE TETE ANTHRA;3.4243;1.25;4.28;5.75;UN;;20;24.61
;Q001;Forfait Quincaillerie;1.45;1.248;1.81;2.3;F;;20;4.16
;3.2 022;Noue zinc quartz dvp 500 mm. Compris bande anglaise pour agrafage des bacs.;115.19;1.274;146.73;2.15;ML;;20;315.47
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;3.225;H;;20;191.6
;UMI220010922;FEUILLE ZINC QUARTZ 100X200X0,65        -5% PAR PALETTE DE 50 FEUILLES          PALETTE DE 100 U NOUS CONSULTER;69.5741;1.23;85.58;1.075;UN;;20;92
;Q002;Forfait soudure;1.5;1.253;1.88;10.75;F;;20;20.21
;Q001;Forfait Quincaillerie;1.45;1.248;1.81;6.45;F;;20;11.67
;;Localisation toiture jardin;;;;;;;;
;3.2 016;Bande de rives zinc quartz. Dvp = 330 mm;39.57;1.271;50.29;10;ML;;20;502.9
;MO1;MAIN D'OEUVRE 1;45.7;1.3;59.41;5;H;;20;297.05
;UMI220020415;FEUILLE ZINC ANTHRA 100X200X0,65        -5%  PAR 75 FEUILLES                    PALETTE DE 150U NOUS CONSULTER;76.3237;1.23;93.88;2;UN;;20;187.76
;Q001;Forfait Quincaillerie;1.45;1.248;1.81;10;F;;20;18.1
;3.2 028;Relevé zinc à joint debout et Solin maçonné sur bande porte solin en zinc quartzl. Raccordement bâtiment existant.;55.2;1.287;71.05;11;ML;;20;781.55
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;9.9;H;;20;588.16
;UMI200597000;FEUILLE ZINC NATUREL 100X200X0,65       -5% PAR 75 FEUILLES                     PALETTE DE 150U NOUS CONSULTER;57.46;1.25;71.83;1.1;UN;;20;79.01
;Q001;Forfait Quincaillerie;1.45;1.248;1.81;11;F;;20;19.91
;UMI204204000;BDE DE SOLIN A BISEAU  DEV 100  LG:2,00 ZINC NATUREL                            -5% PAR 20 U;8.7365;1.25;10.92;6.6;UN;;20;72.07
;43110015;MORTIER SPECIALE COUVREUR BLANC 25 KG   W CL TUILE BLANC CASSE                  WEBER ET BROUTIN;16.2911;1.25;20.36;1.1;UN;;20;22.4
;3.2 019;Chatière zinc quartz pour sortie VMC;93.66;1.283;120.12;1;U;;20;120.12
;MO1;MAIN D'OEUVRE 1;45.7;1.3;59.41;1.5;H;;20;89.12
;UMI206159000;CHATIERE TRIANG ANTHRA  PCH4T           POUR COUVERTURE EN ZINC                 -5% PAR CARTON DE 12;20.6139;1.23;25.36;1;UN;;20;25.36
;Q002;Forfait soudure;1.5;1.253;1.88;3;F;;20;5.64
;3.2 019;Chatière zinc quartz pour ventilation en faitage;93.67;1.282;120.12;2;U;;20;240.24
;MO1;MAIN D'OEUVRE 1;45.7;1.3;59.41;3;H;;20;178.23
;UMI206159000;CHATIERE TRIANG ANTHRA  PCH4T           POUR COUVERTURE EN ZINC                 -5% PAR CARTON DE 12;20.6139;1.23;25.36;2;UN;;20;50.72
;Q002;Forfait soudure;1.5;1.253;1.88;6;F;;20;11.28
;3.2 019;Chatière zinc quartz pour ventilation de chute;93.67;1.282;120.12;2;U;;20;240.24
;MO1;MAIN D'OEUVRE 1;45.7;1.3;59.41;3;H;;20;178.23
;UMI206159000;CHATIERE TRIANG ANTHRA  PCH4T           POUR COUVERTURE EN ZINC                 -5% PAR CARTON DE 12;20.6139;1.23;25.36;2;UN;;20;50.72
;Q002;Forfait soudure;1.5;1.253;1.88;6;F;;20;11.28
;;;;;;;;;;
;3.5 GGL 2076;*Fourniture et pose d'une fenêtre de toit VELUX  GGL UK04 2076 CONFORT           A ROTATION FINITION BLANCHE WHITE FINISH134 CM X 98 CM Uw = 1,2W/(m².K) Sw = 0.23. Raccord Encastré EDN;775.7;1.3;1008.41;1;U;;20;1008.41
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;5;H;;20;297.05
;GGLUK042076;FENETRE GGL UK04 2076 CONFORT           A ROTATION FINITION BLANCHE WHITE FINISH134 CM X 98 CM;447.84;1.3;582.19;1;UN;;20;582.19
;EDNUK040000;RACCORD EDN UK04 POUR ARDOISES          POSE ENCASTREE                          134 X 98;99.36;1.3;129.17;1;UN;;20;129.17
;;;;;;;;;;
;;Sous total :;;;;;;;;14291.45
;;;;;;;;;;
;;Date de début d'intervention courant juillet 2025;;;;;;;;
;;;;;;;;;;
;;;;;;;;;Total HT;15842.29
;;;;;;;;;Tot. TVA;3168.46
;;;;;;;;;Total TTC;19010.75
