Unnamed: 0;Unnamed: 1;Unnamed: 2;Unnamed: 3;Unnamed: 4;Unnamed: 5;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10
;OR00243847;TAMIS FIS H Ø16X130 K BT 06                                                     PAGE 137 DU CATALOGUE;13.0815;1.25;16.35;0.6;UN;;20;9.81
;OR02519771;CARTOUCHE SCELLEMENT CHIMIQUE POLY-GPG  POLY-GPG 300 ML GRIS                    PAGE 137 DU CATALOGUE;5.3015;1.251;6.63;6;UN;;20;39.78
;OR00243975;GOUJON ANCRAGE WA M10-173/100 ZING      BTE/50 OPT°7  RONDELLE LARGE            PAGE 134 DU CATALOGUE;43.9171;1.25;54.9;0.3;UN;;20;16.47
;2.2 015;Débit et assemblage Mur bois. Ossature en Epicéa CL2 45x145. Panneau de contreventement AGEPAN (ou équivalent) DWD Format utile (mm) : 2800 x 1196 Épaiseurs (mm) : 16  agrafé à l'extérieur de la structure. Isolation extérieure STEICO UNIVERSAL DRY 35 MM. Densité 210kg/m3, rainuré 2230 x 600 mm. Lambda = 0.045 R = 0,75. Contrelattes CL3 45X27 mm.;86.85;1.274;110.66;31;M2;;20;3430.46
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;27.838;H;;20;1653.86
;22590009;OSSATURE EPICEA SEC/RAB 45X145X6000     REMISE 11% A LA PAL DE 112  UTES        TRAITE CLASSE2 INCOLORE;3.1;1.252;3.88;127.1;ML;;20;493.15
;SPR2555A;PTES RLX PLATS 16° 2,5X55 ANNELEES BRUT BT/ 9000;80.9125;1.25;101.14;0.31;UN;;20;31.35
;OR00615126;VIS BOIS TF TX T30 DNS PLUS 6X80 ZG FP  100/BTE                                 PAGE 105 DU CATALOGUE;8.8106;1.25;11.01;1.55;UN;;20;17.07
;OR00615129;VIS BOIS TF TX T30 DNS PLUS 6X120 ZG FP 100/BTE                                 PAGE 105 DU CATALOGUE;15.5649;1.25;19.46;1.55;UN;;20;30.16
;OR00615242;VIS TETE DIS.INTEGREE TX40 8X80         50/BTE                                  PAGE 112 DU CATALOGUE;10.0414;1.25;12.55;3.1;UN;;20;38.91
;Q001;Forfait Quincaillerie;1.45;1.248;1.81;31;F;;20;56.11
;21600132;TESCON VANA 60MMX30,00ML                ADHESIF USAGE INTERIEUR/EXTERIEUR       -12 % CARTON DE 20;20.9324;1.25;26.17;1.55;UN;;20;40.56
;27X45X4500MARRO;TASSEAUX CALIB RAB  27X45X4500 CL3      //MARRON //PAL DE 330 PIECES;1.0765;1.254;1.35;127.1;ML;;20;171.59
;44150063;PX AGEPAN DWD PROTECT CONTREVENTEMENT   2800 X 1196 X 16 STOCKE CAB56           PALETTE DE 48 PX;6.934;1.25;8.67;37.2;M2;;20;322.52
;STEICOUNIVERD35;STEICO UNIVERSAL  DRY  EP 35 MM         PAREPLUIE/ECRAN SOUS TOITURE RIGIDE     2230X600X35 R 0,75 PAL DE 64 PX;12.9;1.25;16.13;35.65;M2;;20;575.03
;2.2 017;Etrésillons pour reprise du panneau de contreventement (hauteur de mur > 2.8 m).;10.46;1.28;13.39;13.5;ML;;20;180.77
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;1.823;H;;20;108.3
;OR00615126;VIS BOIS TF TX T30 DNS PLUS 6X80 ZG FP  100/BTE                                 PAGE 105 DU CATALOGUE;8.8106;1.25;11.01;1.35;UN;;20;14.86
;22590009;OSSATURE EPICEA SEC/RAB 45X145X6000     REMISE 11% A LA PAL DE 112  UTES        TRAITE CLASSE2 INCOLORE;3.1;1.252;3.88;14.85;ML;;20;57.62
;2.2 020;Jambages Epicéa Cl2 45x145;17.31;1.286;22.26;12;ML;;20;267.12
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;3.228;H;;20;191.78
;22590009;OSSATURE EPICEA SEC/RAB 45X145X6000     REMISE 11% A LA PAL DE 112  UTES        TRAITE CLASSE2 INCOLORE;3.1;1.252;3.88;13.2;ML;;20;51.22
;OR00615126;VIS BOIS TF TX T30 DNS PLUS 6X80 ZG FP  100/BTE                                 PAGE 105 DU CATALOGUE;8.8106;1.25;11.01;1.2;UN;;20;13.21
;Q001;Forfait Quincaillerie;1.45;1.248;1.81;6;F;;20;10.86
;2.2 021;Linteaux pour ouverture de baie: 45 x 220 mm.;29.49;1.285;37.89;2.7;ML;;20;102.3
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;1.212;H;;20;72
;22590041;OSSATURE EPICEA SEC/RAB 45X220X6000     REMISE -11% / PALETTE DE 70 PIECES      TRAITE  2;6.0385;1.25;7.55;2.97;ML;;20;22.42
;OR00615126;VIS BOIS TF TX T30 DNS PLUS 6X80 ZG FP  100/BTE                                 PAGE 105 DU CATALOGUE;8.8106;1.25;11.01;0.27;UN;;20;2.97
;Q001;Forfait Quincaillerie;1.45;1.248;1.81;2.7;F;;20;4.89
;2.2 024;Linteaux pour ouverture de baie: KVH 80x200 mm;34.78;1.279;44.5;3;ML;;20;133.5
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;1.347;H;;20;80.03
;222540010;KVH NSI EPICEA 80X200X13000 C24                                                 TRAITECLASSE2;450.0027;1.25;562.5;0.075;M3;;20;42.19
;OR00615129;VIS BOIS TF TX T30 DNS PLUS 6X120 ZG FP 100/BTE                                 PAGE 105 DU CATALOGUE;15.5649;1.25;19.46;0.3;UN;;20;5.84
;Q001;Forfait Quincaillerie;1.45;1.248;1.81;3;F;;20;5.43
;2.2 025;Elévation / assemblage des modules. Montage sur site.;88.08;1.297;114.2;13.5;ML;;20;1541.7
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;24.246;H;;20;1440.45
;22590009;OSSATURE EPICEA SEC/RAB 45X145X6000     REMISE 11% A LA PAL DE 112  UTES        TRAITE CLASSE2 INCOLORE;3.1;1.252;3.88;13.5;ML;;20;52.38
;Q001;Forfait Quincaillerie;1.45;1.248;1.81;27;F;;20;48.87
;2.2 028;Lisses hautes de chainage 45 x 145. Réglage des murs.;14.34;1.278;18.33;13.5;ML;;20;247.46
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;2.43;H;;20;144.37
;OR00615213;VIS BOIS TX40 HBS-6 8X80 ZG FP          50/BTE                                  PAGE 111 DU CATALOGUE;12.4894;1.25;15.61;1.35;UN;;20;21.07
;22590009;OSSATURE EPICEA SEC/RAB 45X145X6000     REMISE 11% A LA PAL DE 112  UTES        TRAITE CLASSE2 INCOLORE;3.1;1.252;3.88;14.85;ML;;20;57.62
;Q001;Forfait Quincaillerie;1.45;1.248;1.81;13.5;F;;20;24.44
;2.2 031;Accrotère épicéa raboté 45x145. OSB3 12mm, pare-pluie, contrelattes 45x27 mm et volige 18 mm. Pente vers l'intérieur à définir (5°).;45.72;1.273;58.18;8.2;ML;;20;477.08
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;3.682;H;;20;218.75
;30321120;OSB3  2800 X 1196   EP 12 MM            PALETTE DE  60  PANNEAUX;5.4;1.25;6.75;8.2;M2;;20;55.35
;Q001;Forfait Quincaillerie;1.45;1.248;1.81;41;F;;20;74.21
;22590009;OSSATURE EPICEA SEC/RAB 45X145X6000     REMISE 11% A LA PAL DE 112  UTES        TRAITE CLASSE2 INCOLORE;3.1;1.252;3.88;12.3;ML;;20;47.72
;22310050;18X150X4,00 VOLIGE DOUGLAS CHOIX 2      QUALITE BARDAGE AGRICOLE;7.9;1.251;9.88;8.2;M2;;20;81.02
;2.2 034;*Gestion de coffre VR;82.08;1.3;106.7;2;U;;20;213.4
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;3.592;H;;20;213.4
;;;;;;;;;;
;;CHARPENTE;;;;;;;;
;;;;;;;;;;
;0.0 000A;Découpe ITE et pose d'un pliage aluminium en sous face;391.09;1.281;500.92;1;F;;20;500.92
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;5.385;H;;20;319.92
;Q001;Forfait Quincaillerie;1.45;1.248;1.81;100;F;;20;181
;2.1 003;Muraillère BM Epicéa CL2 45 x 220  fixée sur mur ancien,  fixation tiges filetée et scellement chimique;45.75;1.284;58.73;7.75;ML;;20;455.16
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;5.216;H;;20;309.88
;OR02519771;CARTOUCHE SCELLEMENT CHIMIQUE POLY-GPG  POLY-GPG 300 ML GRIS                    PAGE 137 DU CATALOGUE;5.3015;1.251;6.63;3.875;UN;;20;25.69
;OR00243847;TAMIS FIS H Ø16X130 K BT 06                                                     PAGE 137 DU CATALOGUE;13.0815;1.25;16.35;0.775;UN;;20;12.67
;OR00243975;GOUJON ANCRAGE WA M10-173/100 ZING      BTE/50 OPT°7  RONDELLE LARGE            PAGE 134 DU CATALOGUE;43.9171;1.25;54.9;0.775;UN;;20;42.55
;22590041;OSSATURE EPICEA SEC/RAB 45X220X6000     REMISE -11% / PALETTE DE 70 PIECES      TRAITE  2;6.0385;1.25;7.55;8.525;ML;;20;64.36
;2.3 037;Cheneau pente 5mm/m. Volige sapin Cl2 18mm;61.42;1.283;78.82;7.75;ML;;20;610.86
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;6.96;H;;20;413.49
;22590041;OSSATURE EPICEA SEC/RAB 45X220X6000     REMISE -11% / PALETTE DE 70 PIECES      TRAITE  2;6.0385;1.25;7.55;15.5;ML;;20;117.03
;22310052;18X150X4,00  VOLIGE EPICEA TRAITEE II                                           TRAITECLASSE2;7.8989;1.25;9.87;3.875;M2;;20;38.25
;Q001;Forfait Quincaillerie;1.45;1.248;1.81;23.25;F;;20;42.08
;2.3 002;Muraillère BM Epicéa Cl2 45 x 220 mm. Fixation sur MOB.;29.62;1.285;38.05;7.75;ML;;20;294.89
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;3.48;H;;20;206.75
;22590041;OSSATURE EPICEA SEC/RAB 45X220X6000     REMISE -11% / PALETTE DE 70 PIECES      TRAITE  2;6.0385;1.25;7.55;8.525;ML;;20;64.36
;OR00615242;VIS TETE DIS.INTEGREE TX40 8X80         50/BTE                                  PAGE 112 DU CATALOGUE;10.0414;1.25;12.55;0.775;UN;;20;9.73
;Q001;Forfait Quincaillerie;1.45;1.248;1.81;7.75;F;;20;14.03
;2.3 012;Débit / Assemblage Arba-chevrons BM Epicéa cl2 45X220 C18 raboté 4 faces. Entraxe 600 mm;14.56;1.271;18.51;39;ML;;20;721.89
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;5.265;H;;20;312.79
;22590041;OSSATURE EPICEA SEC/RAB 45X220X6000     REMISE -11% / PALETTE DE 70 PIECES      TRAITE  2;6.0385;1.25;7.55;44.85;ML;;20;338.62
;Q001;Forfait Quincaillerie;1.45;1.248;1.81;39;F;;20;70.59
;2.5 011;Panneaux pare-pluie et isolants (support d'enduit)  60 mm. STEICO INTEGRAL Lambda = 0.042 R=1,3. Densité 140kg/m3. Fixation par vis avec rondelles adaptées.;30.47;1.267;38.6;21.5;M2;;20;829.9
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;4.816;H;;20;286.12
;21600137S;TESCON SPRIMER BOMBE DE 400ML           ACCROCHE SUPPORT BOIS/BETON/ENDUIT      REMPLACE LE TESCON PRIMER RP;10.5731;1.25;13.22;1.075;UN;;20;14.21
;21600132;TESCON VANA 60MMX30,00ML                ADHESIF USAGE INTERIEUR/EXTERIEUR       -12 % CARTON DE 20;20.9324;1.25;26.17;1.075;UN;;20;28.13
;Q001;Forfait Quincaillerie;1.45;1.248;1.81;10.75;F;;20;19.46
;STEINTEGRAL60NF;FIBRE BOIS RIGIDE STEICO INTEGRAL 60MM NISOLANT/PARE-PLUIE/SUPPORT ENDUIT       !!!!2230X600 R1,40 PAL DE 36 PX!!!!;16.3001;1.25;20.38;23.65;M2;;20;481.99
;2.5 001;Pare-pluie HPV sur panneau isolant (faible pente);10.01;1.281;12.82;21.5;M2;;20;275.63
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;2.903;H;;20;172.47
;101733;SUP'AIR 1,50M X 50 M                    ECRAN DE SOUS TOITURE  R2               REMISE 5 % A LA PALETTE;80.2613;1.25;100.33;0.43;UN;;20;43.14
;21600132;TESCON VANA 60MMX30,00ML                ADHESIF USAGE INTERIEUR/EXTERIEUR       -12 % CARTON DE 20;20.9324;1.25;26.17;2.15;UN;;20;56.27
;Q001;Forfait Quincaillerie;1.45;1.248;1.81;2.15;F;;20;3.89
;2.5 008;Panneau de contreventement Panneau de contreventement AGEPAN DWD Format utile (mm) : 2800 x 1196 Épaiseurs (mm) : 16;20.82;1.274;26.53;21.5;M2;;20;570.4
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;4.816;H;;20;286.12
;44150063;PX AGEPAN DWD PROTECT CONTREVENTEMENT   2800 X 1196 X 16 STOCKE CAB56           PALETTE DE 48 PX;6.934;1.25;8.67;25.8;M2;;20;223.69
;SPR2555A;PTES RLX PLATS 16° 2,5X55 ANNELEES BRUT BT/ 9000;80.9125;1.25;101.14;0.215;UN;;20;21.75
;Q001;Forfait Quincaillerie;1.45;1.248;1.81;21.5;F;;20;38.92
;2.3 026;CHEVRONS 63X44 DOUGLAS;22.86;1.268;28.98;21.5;M2;;20;623.07
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;3.87;H;;20;229.92
;22030657;CHARPENTE DOUGLAS 63X44X5,00;782.34;1.25;977.93;0.323;M3;;20;315.87
;Q001;Forfait Quincaillerie;1.45;1.248;1.81;43;F;;20;77.83
;;;;;;;;;;
;;Sous total :;;;;;;;;11930.1
;;;;;;;;;;
;3x;COUVERTURE;;;;;;;;
;;;;;;;;;;
;2.5 014;Volige traitée ép. 18 mm;22.91;1.277;29.25;21.5;M2;;20;628.88
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;5.784;H;;20;343.63
;22310052;18X150X4,00  VOLIGE EPICEA TRAITEE II                                           TRAITECLASSE2;7.8989;1.25;9.87;24.725;M2;;20;244.04
;Q001;Forfait Quincaillerie;1.45;1.248;1.81;10.75;F;;20;19.46
;SPR2555A;PTES RLX PLATS 16° 2,5X55 ANNELEES BRUT BT/ 9000;80.9125;1.25;101.14;0.215;UN;;20;21.75
;;;;;;;;;;
;3.1 017;Fourniture et pose d'un chéneau en zinc naturel ép. 0.8mm, compris façonnage, coupe, soudures.;73.4;1.278;93.82;7.75;ML;;20;727.11
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;6.96;H;;20;413.49
;Q002;Forfait soudure;1.5;1.253;1.88;38.75;F;;20;72.85
;UMI208446000;BOBINEAU ZINC NAT 0,65 / 650 LG31ML     -5% A LA PALETTE DE 8 RLX;621.4912;1.25;776.86;0.31;UN;;20;240.83
;3.1 017B;Naissance et trop plein pour chéneau zinc naturel;68.47;1.281;87.69;1;U;;20;87.69
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;0.898;H;;20;53.35
;Q002;Forfait soudure;1.5;1.253;1.88;10;F;;20;18.8
;UMI208446000;BOBINEAU ZINC NAT 0,65 / 650 LG31ML     -5% A LA PALETTE DE 8 RLX;621.4912;1.25;776.86;0.02;UN;;20;15.54
;3.1 020;Descente EP tuyaux cylindriques zinc anthracite D=80;33.55;1.262;42.34;3.5;ML;;20;148.19
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;0.63;H;;20;37.43
;UMI220019915;TUYAU CYLINDRIQUE SOUDE ANTHRA  D 80X 2MEP 0,65                                 -5% PAR 20 U;25.7876;1.25;32.23;2.45;UN;;20;78.96
;20360008;COLLIER  D 80 TARAUDE ANTHRA DESCENTE    CARTON DE 25U                          REF QSFCF5180/CA;2.3275;1.25;2.91;8.75;UN;;20;25.46
;Q001;Forfait Quincaillerie;1.45;1.248;1.81;3.5;F;;20;6.34
;3.1 027;Boite à eau zinc anthracite.;97.06;1.261;122.37;1;U;;20;122.37
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;0.449;H;;20;26.68
;UMI220020694;BOITE A EAU 220 X 220 DIAM 80 ANTHRA;56.9844;1.25;71.23;1.2;UN;;20;85.48
;UMI220019915;TUYAU CYLINDRIQUE SOUDE ANTHRA  D 80X 2MEP 0,65                                 -5% PAR 20 U;25.7876;1.25;32.23;0.2;UN;;20;6.45
;Q002;Forfait soudure;1.5;1.253;1.88;2;F;;20;3.76
;3.1 024;Jeu de coude zinc anthra D80. Compris soudure et raccordement.;53.92;1.269;68.45;1;U;;20;68.45
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;0.449;H;;20;26.68
;UMI220019915;TUYAU CYLINDRIQUE SOUDE ANTHRA  D 80X 2MEP 0,65                                 -5% PAR 20 U;25.7876;1.25;32.23;0.25;UN;;20;8.06
;UMI220007784;COUDE CINTRE 90° D 80  ANTHRA           -5% PAR CARTON DE 20 U;9.5804;1.25;11.98;2.5;UN;;20;29.95
;Q002;Forfait soudure;1.5;1.253;1.88;2;F;;20;3.76
;;;;;;;;;;
;3.2 002;Fourniture et pose d'une couverture en zinc naturel à joint debout. Exécutée en longues feuilles avec pattes fixes et coulissantes, compris toutes sujétions de façonnage, soudures, fixations. Ep. 0,65 mm largeur 500mm;82.08;1.27;104.24;21.5;M2;;20;2241.16
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;15.437;H;;20;917.11
;PRESTAPROFILAGE;PROFILAGE  ZINC/ALUMINIUM;1.9;1.253;2.38;54.18;ML;;20;128.95
;UMI220002950ML;BOBINE ZINC NAT LAR 0,70 / 500 AU ML    POUR PROFILAGE;15.9702;1.25;19.96;54.18;ML;;20;1081.43
;NCPV01101INOXAZ;PATTE COULISSANTE YD PROFIL 1 3PTS      BOITE DE 250                            YVENS DECROUPET;79.8915;1.25;99.86;0.645;UN;;20;64.41
;NCPVFIXINOX0AZ;PATTE FIXE PROFIL 1 YD INOX 18/10       BOITE DE 100                            YVENS DECROUPET;12.807;1.25;16.01;0.645;UN;;20;10.33
;Q001;Forfait Quincaillerie;1.45;1.248;1.81;21.5;F;;20;38.92
;3.2 008;Faitâge monopan ventilé VM942 et coulisseau de tête zinc NATUREL. ;63.39;1.266;80.26;7.75;ML;;20;622.02
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;3.48;H;;20;206.75
;UMI211724000;FAITAGE VENTILE VM942 NATUREL LG 2 ML   -5% PAR KIT DE 10 ML;55.2604;1.25;69.08;4.65;UN;;20;321.22
;UMI220000039;COULISSEAUX DE TETE ZINC NAT;3.3054;1.249;4.13;19.375;UN;;20;80.02
;Q001;Forfait Quincaillerie;1.45;1.248;1.81;7.75;F;;20;14.03
;3.2 011;Bande d'égout ventilée zinc NATUREL;36.84;1.272;46.87;7.75;ML;;20;363.24
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;2.782;H;;20;165.28
;UMI220024962;BDE D'EGOUT VENTILE NATUREL LG 2 ML     -5% PAR KIT COMPLET DE 20 ML;28.9035;1.25;36.13;4.65;UN;;20;168
;Q001;Forfait Quincaillerie;1.45;1.248;1.81;7.75;F;;20;14.03
;22310132;14X175X4,80 VOLIGE NORD SEC CALIB TRAIT -10% A LA PALETTE DE 201,6M2            TRAITECLASSE2;8.2093;1.25;10.26;1.55;M2;;20;15.9
;3.2 024;Couvertine Aluminium ép. 15.10 RAL 2100 sabléé, fixations pattes inversées sur acrotère. Longueur 2 ML;50.43;1.274;64.26;11;ML;;20;706.86
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;5.929;H;;20;352.24
;Q001;Forfait Quincaillerie;1.45;1.248;1.81;22;F;;20;39.82
;UMI220020415;FEUILLE ZINC ANTHRA 100X200X0,65        -5%  PAR 75 FEUILLES                    PALETTE DE 150U NOUS CONSULTER;76.3237;1.25;95.4;3.3;UN;;20;314.82
;3.2 025;Habillage acrotère zinc naturel ML;42.69;1.274;54.39;9.5;ML;;20;516.71
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;4.266;H;;20;253.44
;UMI220022623;FEUILLE ZINC QUARTZ 100X200X0,70        PALETTE DE 50 U NOUS CONSULTER;81.6883;1.25;102.11;2.375;UN;;20;242.51
;Q002;Forfait soudure;1.5;1.253;1.88;1.9;F;;20;3.57
;Q001;Forfait Quincaillerie;1.45;1.248;1.81;9.5;F;;20;17.2
;3.2 028;Solin maçonné sur bande porte solin en zinc naturel. Raccordement bâtiment existant.;46.88;1.285;60.24;8.5;ML;;20;512.04
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;6.103;H;;20;362.58
;UMI200597000;FEUILLE ZINC NATUREL 100X200X0,65       -5% PAR 75 FEUILLES                     PALETTE DE 150U NOUS CONSULTER;57.46;1.25;71.83;0.85;UN;;20;61.06
;Q001;Forfait Quincaillerie;1.45;1.248;1.81;8.5;F;;20;15.39
;UMI204204000;BDE DE SOLIN A BISEAU  DEV 100  LG:2,00 ZINC NATUREL                            -5% PAR 20 U;8.7365;1.25;10.92;5.1;UN;;20;55.69
;43110015;MORTIER SPECIALE COUVREUR BLANC 25 KG   W CL TUILE BLANC CASSE                  WEBER ET BROUTIN;16.2911;1.25;20.36;0.85;UN;;20;17.31
;3.4 004;"Raccord sur couverture voisin
Profil en en zinc naturel";342.66;1.3;445.46;1;U;;20;445.46
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;6;H;;20;356.46
;21180127;VIS DE COUTURE 4,8X20  REF 285700       TETE  LAQUEES RAL 7016 / SACHET DE 100;11;1.3;14.3;1;UN;;20;14.3
;UMI200597000;FEUILLE ZINC NATUREL 100X200X0,65       -5% PAR 75 FEUILLES                     PALETTE DE 150U NOUS CONSULTER;57.46;1.3;74.7;1;UN;;20;74.7
;;A confirmer;;;;;;;;
;;;;;;;;;;
;;Sous total :;;;;;;;;7190.18
;;;;;;;;;;
;5x;ISOLATION-ETANCHEITE A L'AIR;;;;;;;;
;;;;;;;;;;
;5.1 001;Frein-vapeur et adhésifs d'étanchéité à l'air: Frein vapeur  INTELLO 50x150ml hygrovariable valeur sd 7,5/0,25 à 10ml. Adhésifs PROCLIMA TESCON VANA.;15.48;1.283;19.86;47;M2;;20;933.42
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;10.528;H;;20;625.47
;21600130;FREIN VAPEUR ARMÉ INTELLO+  50X1,50ML   HYGROVARIABLE VALEUR SD 0,25 À  25M     SYSTEME SOUS AVIS TECHNIQUE;210.0008;1.25;262.5;0.705;UN;;20;185.06
;21600132;TESCON VANA 60MMX30,00ML                ADHESIF USAGE INTERIEUR/EXTERIEUR       -12 % CARTON DE 20;20.9324;1.25;26.17;4.7;UN;;20;123
;5.1 008B;Raccord de frein-vapeur sur maçonnerie TESCON PRIMER RP sous couche pulvérisable et adhésifs TESCON VANA;145.09;1.278;185.48;1;F;;20;185.48
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;1.796;H;;20;106.7
;21600137S;TESCON SPRIMER BOMBE DE 400ML           ACCROCHE SUPPORT BOIS/BETON/ENDUIT      REMPLACE LE TESCON PRIMER RP;10.5731;1.25;13.22;2;UN;;20;26.44
;21600132;TESCON VANA 60MMX30,00ML                ADHESIF USAGE INTERIEUR/EXTERIEUR       -12 % CARTON DE 20;20.9324;1.25;26.17;2;UN;;20;52.34
;5.1 010;Raccord de frein-vapeur sur menuiseries extérieures.;43.13;1.298;55.97;3;U;;20;167.91
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;2.694;H;;20;160.05
;21600132;TESCON VANA 60MMX30,00ML                ADHESIF USAGE INTERIEUR/EXTERIEUR       -12 % CARTON DE 20;20.9324;1.25;26.17;0.3;UN;;20;7.85
;;;;;;;;;;
;5.2 006;Isolation en panneau de laine de bois semi rigide. STEICO FLEX 145 MM. Densité 60kg/m3, bords droits 1220x575 mm. Lambda = 0.036 R = 4;24.7;1.267;31.29;26;M2;;20;813.54
